OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Sales,Cost,Profit,OrderPriority
O00319,2024-10-19,C0125,P029,2,298.25,0.05,566.67,357.9,208.77,High
O00320,2023-08-28,C0059,P004,3,301.34,0.0,904.02,542.41,361.61,Critical
O00321,2024-07-20,C0037,P038,1,53.35,0.0,53.35,32.01,21.34,Critical
O00322,2024-07-31,C0070,P040,1,222.88,0.05,211.74,133.73,78.01,Medium
O00323,2023-11-05,C0049,P046,2,332.95,0.1,599.31,399.54,199.77,Low
O00324,2024-02-27,C0007,P003,3,367.34,0.0,1102.02,661.21,440.81,High
O00325,2024-03-21,C0121,P012,2,485.11,0.0,970.22,582.13,388.09,Low
O00326,2024-06-24,C0069,P011,6,15.19,0.0,91.14,54.68,36.46,High
O00327,2024-01-25,C0117,P014,1,110.11,0.15,93.59,66.07,27.52,High
O00328,2024-11-26,C0150,P016,3,95.79,0.1,258.63,172.42,86.21,Low
O00329,2024-01-08,C0056,P046,3,332.95,0.1,898.96,599.31,299.65,Medium
O00330,2023-01-15,C0046,P012,2,485.11,0.0,970.22,582.13,388.09,Low
O00331,2024-11-25,C0072,P013,2,417.06,0.0,834.12,500.47,333.65,High
O00332,2023-12-30,C0128,P043,3,22.02,0.15,56.15,39.64,16.51,Medium
O00333,2024-12-07,C0068,P001,1,190.4,0.15,161.84,114.24,47.6,Critical
O00334,2023-02-12,C0095,P030,2,27.99,0.0,55.98,33.59,22.39,High
O00335,2023-05-10,C0137,P049,3,275.62,0.15,702.83,496.12,206.71,Medium
O00336,2024-07-15,C0071,P003,3,367.34,0.1,991.82,661.21,330.61,Low
O00337,2024-01-24,C0019,P026,5,393.66,0.15,1673.06,1180.98,492.08,Critical
O00338,2024-04-28,C0158,P010,4,355.5,0.0,1422.0,853.2,568.8,Medium
O00339,2023-01-13,C0141,P042,4,250.11,0.0,1000.44,600.26,400.18,Low
O00340,2024-10-31,C0017,P044,4,455.11,0.0,1820.44,1092.26,728.18,Medium
O00341,2024-06-26,C0007,P040,2,222.88,0.05,423.47,267.46,156.01,Medium
O00342,2023-04-28,C0157,P024,3,186.35,0.0,559.05,335.43,223.62,Medium
O00343,2023-07-25,C0053,P043,3,22.02,0.05,62.76,39.64,23.12,High
O00344,2024-09-16,C0055,P009,5,302.55,0.1,1361.48,907.65,453.83,Low
O00345,2024-11-20,C0024,P014,4,110.11,0.0,440.44,264.26,176.18,Critical
O00346,2023-05-11,C0107,P049,6,275.62,0.15,1405.66,992.23,413.43,Medium
O00347,2023-06-17,C0182,P028,3,259.55,0.05,739.72,467.19,272.53,Critical
O00348,2023-12-06,C0151,P002,3,475.6,0.1,1284.12,856.08,428.04,Low
O00349,2024-12-28,C0188,P049,3,275.62,0.15,702.83,496.12,206.71,Low
O00350,2023-08-04,C0099,P038,3,53.35,0.0,160.05,96.03,64.02,High
O00351,2023-01-13,C0038,P026,4,393.66,0.1,1417.18,944.78,472.4,Medium
O00352,2024-03-09,C0096,P040,1,222.88,0.05,211.74,133.73,78.01,Medium
O00353,2024-05-02,C0149,P034,3,474.7,0.1,1281.69,854.46,427.23,Low
O00354,2023-01-15,C0121,P044,4,455.11,0.0,1820.44,1092.26,728.18,Low
O00355,2023-07-18,C0122,P036,3,405.16,0.0,1215.48,729.29,486.19,High
O00356,2023-11-23,C0115,P036,6,405.16,0.15,2066.32,1458.58,607.74,Low
O00357,2024-09-11,C0109,P026,3,393.66,0.05,1121.93,708.59,413.34,Critical
O00358,2023-10-11,C0032,P017,4,155.6,0.05,591.28,373.44,217.84,Critical
O00359,2024-03-18,C0034,P004,1,301.34,0.15,256.14,180.8,75.34,High
O00360,2024-07-18,C0194,P025,5,230.75,0.1,1038.38,692.25,346.13,Critical
O00361,2023-09-25,C0151,P039,1,343.7,0.15,292.14,206.22,85.92,Critical
O00362,2023-12-28,C0133,P044,3,455.11,0.0,1365.33,819.2,546.13,Medium
O00363,2024-09-18,C0077,P006,1,82.22,0.1,74.0,49.33,24.67,Medium
O00364,2024-01-04,C0002,P048,3,262.43,0.0,787.29,472.37,314.92,Low
O00365,2024-11-13,C0058,P026,5,393.66,0.0,1968.3,1180.98,787.32,Critical
O00366,2023-09-16,C0135,P017,2,155.6,0.0,311.2,186.72,124.48,Medium
O00367,2024-02-02,C0140,P008,3,433.76,0.05,1236.22,780.77,455.45,High
O00368,2023-05-17,C0073,P030,2,27.99,0.05,53.18,33.59,19.59,Low
O00369,2024-08-28,C0158,P037,2,155.78,0.0,311.56,186.94,124.62,Low
O00370,2023-08-29,C0165,P011,4,15.19,0.05,57.72,36.46,21.26,Low
O00371,2024-11-04,C0090,P027,3,103.84,0.0,311.52,186.91,124.61,Low
O00372,2023-08-10,C0191,P045,1,133.1,0.0,133.1,79.86,53.24,Critical
O00373,2023-03-20,C0136,P048,3,262.43,0.0,787.29,472.37,314.92,High
O00374,2024-11-02,C0159,P004,2,301.34,0.1,542.41,361.61,180.8,Low
O00375,2024-10-17,C0132,P032,2,89.41,0.15,152.0,107.29,44.71,Critical
O00376,2024-05-17,C0138,P022,5,74.05,0.0,370.25,222.15,148.1,Low
O00377,2023-03-02,C0059,P033,3,37.2,0.15,94.86,66.96,27.9,High
O00378,2023-06-08,C0157,P028,3,259.55,0.0,778.65,467.19,311.46,High
O00379,2024-06-28,C0194,P033,5,37.2,0.15,158.1,111.6,46.5,Low
O00380,2024-12-08,C0162,P020,3,149.16,0.15,380.36,268.49,111.87,Low
O00381,2023-04-16,C0168,P041,1,65.41,0.05,62.14,39.25,22.89,High
O00382,2024-08-25,C0136,P033,2,37.2,0.0,74.4,44.64,29.76,Critical
O00383,2023-04-06,C0097,P026,4,393.66,0.15,1338.44,944.78,393.66,High
O00384,2023-03-13,C0157,P015,2,95.0,0.15,161.5,114.0,47.5,Medium
O00385,2024-02-20,C0141,P030,3,27.99,0.15,71.37,50.38,20.99,Medium
O00386,2024-02-13,C0156,P003,4,367.34,0.0,1469.36,881.62,587.74,Low
O00387,2024-04-06,C0105,P023,3,149.61,0.1,403.95,269.3,134.65,High
O00388,2024-09-17,C0167,P008,4,433.76,0.0,1735.04,1041.02,694.02,Critical
O00389,2023-08-07,C0132,P014,3,110.11,0.0,330.33,198.2,132.13,Critical
O00390,2023-01-26,C0014,P005,2,82.23,0.0,164.46,98.68,65.78,Critical
O00391,2024-07-13,C0083,P020,5,149.16,0.1,671.22,447.48,223.74,Medium
O00392,2023-11-18,C0117,P027,2,103.84,0.0,207.68,124.61,83.07,High
O00393,2023-09-29,C0099,P023,2,149.61,0.1,269.3,179.53,89.77,High
O00394,2023-07-07,C0048,P044,1,455.11,0.1,409.6,273.07,136.53,Critical
O00395,2024-07-02,C0199,P017,6,155.6,0.15,793.56,560.16,233.4,Critical
O00396,2024-10-01,C0144,P008,1,433.76,0.15,368.7,260.26,108.44,Critical
O00397,2023-06-21,C0159,P015,4,95.0,0.1,342.0,228.0,114.0,High
O00398,2023-04-10,C0158,P037,4,155.78,0.15,529.65,373.87,155.78,High
O00399,2023-04-20,C0145,P026,3,393.66,0.1,1062.88,708.59,354.29,Medium
O00400,2024-12-06,C0048,P035,1,482.99,0.0,482.99,289.79,193.2,Low
O00401,2023-01-25,C0040,P002,3,475.6,0.05,1355.46,856.08,499.38,Critical
O00402,2024-01-01,C0021,P049,3,275.62,0.15,702.83,496.12,206.71,Medium
O00403,2023-05-26,C0131,P008,1,433.76,0.0,433.76,260.26,173.5,Medium
O00404,2024-04-24,C0006,P027,2,103.84,0.0,207.68,124.61,83.07,Low
O00405,2023-06-23,C0045,P045,3,133.1,0.1,359.37,239.58,119.79,Critical
O00406,2024-04-06,C0043,P048,4,262.43,0.15,892.26,629.83,262.43,Critical
O00407,2024-10-02,C0042,P006,5,82.22,0.05,390.54,246.66,143.88,High
O00408,2024-01-17,C0165,P048,1,262.43,0.0,262.43,157.46,104.97,High
O00409,2024-01-16,C0082,P004,3,301.34,0.05,858.82,542.41,316.41,High
O00410,2023-01-01,C0016,P039,5,343.7,0.1,1546.65,1031.1,515.55,Low
O00411,2023-01-15,C0012,P018,5,264.75,0.0,1323.75,794.25,529.5,High
O00412,2024-02-20,C0116,P012,3,485.11,0.0,1455.33,873.2,582.13,Critical
O00413,2024-11-25,C0048,P045,2,133.1,0.1,239.58,159.72,79.86,High
O00414,2024-02-02,C0004,P032,3,89.41,0.0,268.23,160.94,107.29,Critical
O00415,2024-11-15,C0108,P019,6,218.81,0.0,1312.86,787.72,525.14,High
O00416,2024-05-13,C0172,P007,2,33.75,0.0,67.5,40.5,27.0,Low
O00417,2023-04-01,C0105,P024,1,186.35,0.0,186.35,111.81,74.54,Low
O00418,2023-09-03,C0029,P015,4,95.0,0.05,361.0,228.0,133.0,High
O00419,2023-07-05,C0169,P027,4,103.84,0.05,394.59,249.22,145.37,Medium
O00420,2024-10-14,C0059,P034,2,474.7,0.15,806.99,569.64,237.35,Critical
O00421,2023-04-18,C0003,P022,4,74.05,0.1,266.58,177.72,88.86,High
O00422,2023-08-04,C0128,P049,1,275.62,0.05,261.84,165.37,96.47,High
O00423,2024-11-01,C0071,P038,2,53.35,0.0,106.7,64.02,42.68,High
O00424,2023-12-12,C0029,P029,4,298.25,0.0,1193.0,715.8,477.2,Low
O00425,2023-06-02,C0069,P016,2,95.79,0.05,182.0,114.95,67.05,High
O00426,2023-03-27,C0102,P031,3,305.73,0.0,917.19,550.31,366.88,Medium
O00427,2023-01-28,C0094,P023,2,149.61,0.0,299.22,179.53,119.69,Low
O00428,2023-11-20,C0090,P007,4,33.75,0.0,135.0,81.0,54.0,Medium
O00429,2024-10-27,C0037,P012,4,485.11,0.0,1940.44,1164.26,776.18,Medium
O00430,2024-08-01,C0161,P036,2,405.16,0.0,810.32,486.19,324.13,Critical
O00431,2024-08-14,C0123,P006,4,82.22,0.0,328.88,197.33,131.55,High
O00432,2023-01-08,C0089,P033,1,37.2,0.05,35.34,22.32,13.02,High
O00433,2023-11-17,C0132,P003,1,367.34,0.05,348.97,220.4,128.57,High
O00434,2024-07-27,C0028,P036,4,405.16,0.05,1539.61,972.38,567.23,Medium
O00435,2024-08-06,C0129,P020,4,149.16,0.1,536.98,357.98,179.0,Critical
O00436,2023-09-01,C0169,P033,2,37.2,0.0,74.4,44.64,29.76,Critical
O00437,2024-08-31,C0024,P020,2,149.16,0.0,298.32,178.99,119.33,Medium
O00438,2023-08-29,C0187,P017,2,155.6,0.0,311.2,186.72,124.48,Critical
O00439,2023-02-05,C0176,P018,4,264.75,0.0,1059.0,635.4,423.6,High
O00440,2023-04-04,C0100,P050,6,96.5,0.0,579.0,347.4,231.6,Medium
O00441,2023-11-02,C0113,P010,1,355.5,0.05,337.72,213.3,124.42,Critical
O00442,2023-10-21,C0057,P048,1,262.43,0.1,236.19,157.46,78.73,Critical
O00443,2023-01-28,C0189,P041,3,65.41,0.0,196.23,117.74,78.49,High
O00444,2023-01-15,C0065,P017,4,155.6,0.0,622.4,373.44,248.96,Medium
O00445,2024-09-24,C0198,P012,3,485.11,0.1,1309.8,873.2,436.6,Low
O00446,2024-02-06,C0129,P046,3,332.95,0.0,998.85,599.31,399.54,Critical
O00447,2023-07-25,C0013,P033,2,37.2,0.0,74.4,44.64,29.76,Medium
O00448,2023-06-30,C0199,P047,2,159.3,0.1,286.74,191.16,95.58,High
O00449,2024-02-17,C0011,P009,5,302.55,0.15,1285.84,907.65,378.19,Low
O00450,2023-09-04,C0083,P005,2,82.23,0.1,148.01,98.68,49.33,High
O00451,2023-11-12,C0019,P043,4,22.02,0.0,88.08,52.85,35.23,Critical
O00452,2023-02-03,C0067,P012,3,485.11,0.15,1237.03,873.2,363.83,Critical
O00453,2023-09-02,C0135,P027,5,103.84,0.1,467.28,311.52,155.76,High
O00454,2023-06-05,C0100,P044,2,455.11,0.05,864.71,546.13,318.58,Low
O00455,2023-09-01,C0067,P042,3,250.11,0.1,675.3,450.2,225.1,Critical
O00456,2024-11-25,C0177,P044,2,455.11,0.0,910.22,546.13,364.09,Low
O00457,2023-06-13,C0182,P016,3,95.79,0.15,244.26,172.42,71.84,Medium
O00458,2024-07-12,C0151,P043,3,22.02,0.1,59.45,39.64,19.81,High
O00459,2024-06-01,C0180,P035,3,482.99,0.0,1448.97,869.38,579.59,High
O00460,2023-06-23,C0104,P017,3,155.6,0.05,443.46,280.08,163.38,Critical
O00461,2024-02-25,C0011,P046,4,332.95,0.0,1331.8,799.08,532.72,Low
O00462,2024-12-25,C0125,P043,2,22.02,0.05,41.84,26.42,15.42,Low
O00463,2023-08-01,C0200,P032,3,89.41,0.1,241.41,160.94,80.47,Medium
O00464,2023-10-17,C0165,P050,2,96.5,0.0,193.0,115.8,77.2,Low
O00465,2024-09-02,C0106,P045,3,133.1,0.0,399.3,239.58,159.72,Medium
O00466,2024-02-18,C0006,P030,3,27.99,0.1,75.57,50.38,25.19,High
O00467,2024-07-22,C0133,P028,3,259.55,0.15,661.85,467.19,194.66,Critical
O00468,2023-07-06,C0048,P015,7,95.0,0.0,665.0,399.0,266.0,Medium
O00469,2024-12-04,C0113,P034,5,474.7,0.0,2373.5,1424.1,949.4,Low
O00470,2023-10-30,C0009,P006,2,82.22,0.0,164.44,98.66,65.78,Low
O00471,2024-04-21,C0194,P007,3,33.75,0.05,96.19,60.75,35.44,High
O00472,2023-10-21,C0018,P005,4,82.23,0.15,279.58,197.35,82.23,Critical
O00473,2024-08-04,C0173,P013,3,417.06,0.05,1188.62,750.71,437.91,Medium
O00474,2024-08-07,C0024,P041,3,65.41,0.0,196.23,117.74,78.49,Critical
O00475,2024-11-01,C0008,P047,3,159.3,0.15,406.22,286.74,119.48,Low
O00476,2024-06-13,C0159,P044,3,455.11,0.1,1228.8,819.2,409.6,Low
O00477,2024-03-10,C0150,P004,2,301.34,0.0,602.68,361.61,241.07,Low
O00478,2023-03-01,C0102,P029,3,298.25,0.15,760.54,536.85,223.69,Low
O00479,2024-10-06,C0139,P046,2,332.95,0.0,665.9,399.54,266.36,Low
O00480,2024-04-10,C0033,P032,4,89.41,0.15,303.99,214.58,89.41,Medium
O00481,2023-01-05,C0019,P028,2,259.55,0.0,519.1,311.46,207.64,Medium
O00482,2024-08-07,C0156,P024,2,186.35,0.05,354.06,223.62,130.44,Medium
O00483,2023-12-10,C0147,P007,5,33.75,0.15,143.44,101.25,42.19,Medium
O00484,2024-07-03,C0192,P024,2,186.35,0.0,372.7,223.62,149.08,Critical
O00485,2023-01-20,C0065,P012,2,485.11,0.1,873.2,582.13,291.07,Critical
O00486,2024-04-18,C0059,P044,2,455.11,0.1,819.2,546.13,273.07,Low
O00487,2023-06-27,C0013,P016,2,95.79,0.15,162.84,114.95,47.89,Critical
O00488,2023-03-31,C0029,P032,3,89.41,0.1,241.41,160.94,80.47,Critical
O00489,2024-10-11,C0118,P037,1,155.78,0.15,132.41,93.47,38.94,Critical
O00490,2023-03-27,C0065,P001,2,190.4,0.1,342.72,228.48,114.24,High
O00491,2024-02-20,C0140,P039,2,343.7,0.0,687.4,412.44,274.96,Low
O00492,2023-12-04,C0146,P002,2,475.6,0.05,903.64,570.72,332.92,Low
O00493,2023-02-21,C0082,P037,2,155.78,0.0,311.56,186.94,124.62,Critical
O00494,2023-07-01,C0153,P047,2,159.3,0.0,318.6,191.16,127.44,Low
O00495,2023-12-22,C0046,P012,3,485.11,0.0,1455.33,873.2,582.13,Critical
O00496,2024-12-07,C0076,P037,3,155.78,0.0,467.34,280.4,186.94,Low
O00497,2023-08-30,C0088,P013,5,417.06,0.0,2085.3,1251.18,834.12,Medium
O00498,2024-05-12,C0043,P049,1,275.62,0.0,275.62,165.37,110.25,Medium
O00499,2023-04-02,C0088,P026,5,393.66,0.0,1968.3,1180.98,787.32,Medium
O00500,2024-06-16,C0003,P009,2,302.55,0.0,605.1,363.06,242.04,High
O00501,2023-12-18,C0108,P040,5,222.88,0.15,947.24,668.64,278.6,Critical
O00502,2024-01-26,C0015,P040,4,222.88,0.0,891.52,534.91,356.61,Medium
O00503,2023-10-12,C0098,P045,3,133.1,0.0,399.3,239.58,159.72,High
O00504,2024-11-07,C0171,P038,4,53.35,0.05,202.73,128.04,74.69,Medium
O00505,2024-01-15,C0076,P014,6,110.11,0.0,660.66,396.4,264.26,High
O00506,2023-01-23,C0197,P037,2,155.78,0.15,264.83,186.94,77.89,Medium
O00507,2024-02-25,C0067,P032,4,89.41,0.0,357.64,214.58,143.06,Low
O00508,2023-10-22,C0195,P030,1,27.99,0.05,26.59,16.79,9.8,Critical
O00509,2024-12-10,C0089,P003,3,367.34,0.05,1046.92,661.21,385.71,Medium
O00510,2024-05-12,C0145,P046,2,332.95,0.05,632.6,399.54,233.06,Low
O00511,2024-07-11,C0081,P045,2,133.1,0.05,252.89,159.72,93.17,Low
O00512,2024-05-20,C0075,P001,3,190.4,0.0,571.2,342.72,228.48,Medium
O00513,2024-06-18,C0048,P025,5,230.75,0.15,980.69,692.25,288.44,High
O00514,2023-03-27,C0116,P050,3,96.5,0.15,246.08,173.7,72.38,Medium
O00515,2024-08-10,C0168,P018,3,264.75,0.0,794.25,476.55,317.7,Critical
O00516,2024-09-02,C0148,P004,3,301.34,0.0,904.02,542.41,361.61,Medium
O00517,2023-12-15,C0047,P006,4,82.22,0.0,328.88,197.33,131.55,Low
O00518,2023-10-13,C0010,P008,1,433.76,0.0,433.76,260.26,173.5,Critical
O00519,2023-03-25,C0001,P025,2,230.75,0.05,438.42,276.9,161.52,Medium
O00520,2023-06-25,C0197,P048,5,262.43,0.0,1312.15,787.29,524.86,Critical
O00521,2024-10-28,C0131,P046,5,332.95,0.0,1664.75,998.85,665.9,Low
O00522,2024-09-18,C0072,P045,4,133.1,0.0,532.4,319.44,212.96,Medium
O00523,2023-10-13,C0113,P041,3,65.41,0.15,166.8,117.74,49.06,Medium
O00524,2023-04-19,C0140,P040,2,222.88,0.0,445.76,267.46,178.3,Medium
O00525,2024-03-05,C0065,P025,1,230.75,0.0,230.75,138.45,92.3,Critical
O00526,2024-08-29,C0014,P025,3,230.75,0.0,692.25,415.35,276.9,Medium
O00527,2024-09-13,C0083,P006,6,82.22,0.0,493.32,295.99,197.33,Low
O00528,2024-07-23,C0185,P033,2,37.2,0.0,74.4,44.64,29.76,Medium
O00529,2024-04-07,C0019,P034,2,474.7,0.0,949.4,569.64,379.76,Critical
O00530,2023-06-14,C0062,P033,2,37.2,0.05,70.68,44.64,26.04,Medium
O00531,2024-06-18,C0144,P004,8,301.34,0.15,2049.11,1446.43,602.68,Low
O00532,2023-02-08,C0134,P042,2,250.11,0.1,450.2,300.13,150.07,High
O00533,2023-08-23,C0095,P047,1,159.3,0.05,151.34,95.58,55.76,High
O00534,2023-04-23,C0200,P022,1,74.05,0.15,62.94,44.43,18.51,High
O00535,2024-12-19,C0026,P025,3,230.75,0.1,623.02,415.35,207.67,Low
O00536,2024-09-16,C0143,P043,3,22.02,0.05,62.76,39.64,23.12,Medium
O00537,2024-05-14,C0177,P037,1,155.78,0.05,147.99,93.47,54.52,Critical
O00538,2023-03-15,C0017,P011,1,15.19,0.0,15.19,9.11,6.08,High
O00539,2024-02-06,C0181,P021,2,307.87,0.0,615.74,369.44,246.3,Critical
O00540,2024-01-15,C0083,P038,5,53.35,0.0,266.75,160.05,106.7,Low
O00541,2024-12-04,C0084,P042,1,250.11,0.1,225.1,150.07,75.03,Low
O00542,2023-02-27,C0072,P050,4,96.5,0.0,386.0,231.6,154.4,High
O00543,2023-05-18,C0096,P049,4,275.62,0.0,1102.48,661.49,440.99,High
O00544,2024-11-05,C0032,P045,1,133.1,0.1,119.79,79.86,39.93,High
O00545,2023-03-28,C0153,P002,3,475.6,0.1,1284.12,856.08,428.04,High
O00546,2024-08-07,C0072,P046,1,332.95,0.0,332.95,199.77,133.18,Critical
O00547,2023-10-21,C0012,P039,3,343.7,0.0,1031.1,618.66,412.44,Medium
O00548,2023-12-09,C0013,P021,4,307.87,0.0,1231.48,738.89,492.59,High
O00549,2023-02-24,C0190,P012,1,485.11,0.05,460.85,291.07,169.78,Medium
O00550,2024-04-20,C0135,P037,2,155.78,0.15,264.83,186.94,77.89,Medium
O00551,2023-02-28,C0098,P049,4,275.62,0.05,1047.36,661.49,385.87,Critical
O00552,2024-04-06,C0115,P008,2,433.76,0.0,867.52,520.51,347.01,Critical
O00553,2024-01-06,C0038,P025,3,230.75,0.0,692.25,415.35,276.9,Critical
O00554,2023-09-29,C0095,P042,5,250.11,0.1,1125.5,750.33,375.17,Low
O00555,2024-12-18,C0049,P038,4,53.35,0.1,192.06,128.04,64.02,Critical
O00556,2023-01-28,C0012,P016,4,95.79,0.0,383.16,229.9,153.26,Medium
O00557,2024-08-06,C0174,P044,3,455.11,0.0,1365.33,819.2,546.13,High
O00558,2024-11-16,C0047,P019,2,218.81,0.1,393.86,262.57,131.29,Critical
O00559,2024-05-08,C0013,P040,4,222.88,0.05,846.94,534.91,312.03,Low
O00560,2024-08-10,C0031,P020,3,149.16,0.0,447.48,268.49,178.99,High
O00561,2023-03-27,C0086,P008,5,433.76,0.1,1951.92,1301.28,650.64,Medium
O00562,2023-07-23,C0179,P018,2,264.75,0.0,529.5,317.7,211.8,Medium
O00563,2023-01-12,C0174,P049,6,275.62,0.0,1653.72,992.23,661.49,Medium
O00564,2024-08-21,C0153,P030,1,27.99,0.05,26.59,16.79,9.8,Critical
O00565,2023-09-19,C0141,P016,6,95.79,0.1,517.27,344.84,172.43,Critical
O00566,2024-03-24,C0100,P044,3,455.11,0.15,1160.53,819.2,341.33,Critical
O00567,2024-12-22,C0003,P041,4,65.41,0.1,235.48,156.98,78.5,Medium
O00568,2023-02-07,C0012,P036,5,405.16,0.0,2025.8,1215.48,810.32,High
O00569,2023-07-07,C0137,P020,3,149.16,0.0,447.48,268.49,178.99,High
O00570,2023-03-12,C0145,P032,4,89.41,0.0,357.64,214.58,143.06,High
O00571,2024-06-05,C0078,P017,4,155.6,0.0,622.4,373.44,248.96,Medium
O00572,2024-05-23,C0081,P030,4,27.99,0.0,111.96,67.18,44.78,Critical
O00573,2023-12-19,C0079,P027,3,103.84,0.0,311.52,186.91,124.61,Low
O00574,2023-03-17,C0021,P029,2,298.25,0.05,566.67,357.9,208.77,Critical
O00575,2024-12-16,C0113,P007,3,33.75,0.1,91.12,60.75,30.37,High
O00576,2024-04-09,C0182,P018,2,264.75,0.0,529.5,317.7,211.8,Medium
O00577,2023-08-28,C0059,P036,3,405.16,0.0,1215.48,729.29,486.19,Medium
O00578,2023-04-22,C0161,P021,5,307.87,0.1,1385.42,923.61,461.81,Medium
O00579,2024-12-20,C0117,P024,3,186.35,0.0,559.05,335.43,223.62,Critical
O00580,2023-05-03,C0016,P012,4,485.11,0.15,1649.37,1164.26,485.11,Critical
O00581,2023-01-30,C0128,P037,4,155.78,0.1,560.81,373.87,186.94,High
O00582,2024-12-17,C0087,P032,2,89.41,0.15,152.0,107.29,44.71,Low
O00583,2023-02-14,C0188,P046,2,332.95,0.0,665.9,399.54,266.36,Medium
O00584,2023-06-29,C0055,P042,5,250.11,0.05,1188.02,750.33,437.69,Low
O00585,2023-04-05,C0137,P021,2,307.87,0.05,584.95,369.44,215.51,High
O00586,2023-10-21,C0115,P040,5,222.88,0.1,1002.96,668.64,334.32,Medium
O00587,2023-07-16,C0098,P023,1,149.61,0.1,134.65,89.77,44.88,Low
O00588,2023-02-22,C0037,P048,3,262.43,0.0,787.29,472.37,314.92,Medium
O00589,2023-12-28,C0018,P015,5,95.0,0.0,475.0,285.0,190.0,Low
O00590,2023-06-17,C0073,P029,2,298.25,0.0,596.5,357.9,238.6,Low
O00591,2023-01-21,C0183,P043,2,22.02,0.1,39.64,26.42,13.22,High
O00592,2023-02-06,C0139,P041,4,65.41,0.0,261.64,156.98,104.66,Critical
O00593,2024-10-10,C0065,P009,5,302.55,0.05,1437.11,907.65,529.46,High
O00594,2023-01-09,C0043,P045,4,133.1,0.1,479.16,319.44,159.72,Critical
O00595,2024-04-26,C0093,P032,2,89.41,0.0,178.82,107.29,71.53,High
O00596,2024-04-08,C0145,P022,2,74.05,0.0,148.1,88.86,59.24,Low
O00597,2023-09-06,C0096,P044,3,455.11,0.1,1228.8,819.2,409.6,High
O00598,2023-09-26,C0166,P009,3,302.55,0.05,862.27,544.59,317.68,High
O00599,2024-10-06,C0030,P043,5,22.02,0.0,110.1,66.06,44.04,Low
O00600,2023-12-03,C0169,P033,5,37.2,0.1,167.4,111.6,55.8,High
O00601,2024-05-26,C0101,P033,4,37.2,0.0,148.8,89.28,59.52,Low
O00602,2023-12-18,C0194,P034,2,474.7,0.05,901.93,569.64,332.29,High
O00603,2024-03-15,C0168,P048,5,262.43,0.0,1312.15,787.29,524.86,Critical
O00604,2024-05-20,C0111,P028,3,259.55,0.1,700.79,467.19,233.6,Medium
O00605,2024-08-31,C0171,P048,2,262.43,0.05,498.62,314.92,183.7,Medium
O00606,2023-12-01,C0185,P032,3,89.41,0.1,241.41,160.94,80.47,Medium
O00607,2023-11-10,C0168,P022,2,74.05,0.0,148.1,88.86,59.24,Critical
O00608,2024-02-18,C0140,P015,5,95.0,0.0,475.0,285.0,190.0,Low
O00609,2024-01-14,C0132,P039,3,343.7,0.0,1031.1,618.66,412.44,High
O00610,2023-03-22,C0163,P003,3,367.34,0.15,936.72,661.21,275.51,Medium
O00611,2024-01-12,C0133,P045,3,133.1,0.0,399.3,239.58,159.72,High
O00612,2023-08-04,C0175,P008,2,433.76,0.1,780.77,520.51,260.26,Low
O00613,2024-02-01,C0141,P045,2,133.1,0.05,252.89,159.72,93.17,High
O00614,2024-10-11,C0148,P002,4,475.6,0.0,1902.4,1141.44,760.96,Low
O00615,2023-04-22,C0079,P020,3,149.16,0.05,425.11,268.49,156.62,Medium
O00616,2024-04-25,C0159,P043,8,22.02,0.05,167.35,105.7,61.65,Medium
O00617,2024-06-08,C0145,P015,3,95.0,0.0,285.0,171.0,114.0,Low
O00618,2024-09-25,C0028,P039,5,343.7,0.15,1460.72,1031.1,429.62,Critical
O00619,2024-08-24,C0024,P049,3,275.62,0.1,744.17,496.12,248.05,High
O00620,2023-09-22,C0166,P045,3,133.1,0.0,399.3,239.58,159.72,Medium
O00621,2024-03-03,C0170,P043,4,22.02,0.1,79.27,52.85,26.42,High
O00622,2023-10-09,C0015,P040,4,222.88,0.05,846.94,534.91,312.03,Medium
O00623,2023-06-19,C0164,P012,3,485.11,0.0,1455.33,873.2,582.13,Critical
O00624,2023-04-07,C0145,P003,3,367.34,0.15,936.72,661.21,275.51,Low
O00625,2023-08-24,C0020,P029,2,298.25,0.0,596.5,357.9,238.6,Medium
O00626,2023-08-02,C0102,P029,3,298.25,0.1,805.28,536.85,268.43,Low
O00627,2023-04-18,C0096,P045,2,133.1,0.15,226.27,159.72,66.55,Low
O00628,2024-08-21,C0078,P038,4,53.35,0.15,181.39,128.04,53.35,High
O00629,2024-08-28,C0124,P047,5,159.3,0.0,796.5,477.9,318.6,Critical
O00630,2023-07-11,C0010,P023,2,149.61,0.0,299.22,179.53,119.69,High
O00631,2024-08-12,C0055,P046,2,332.95,0.0,665.9,399.54,266.36,Medium
O00632,2024-08-26,C0138,P013,3,417.06,0.0,1251.18,750.71,500.47,Critical
O00633,2024-04-15,C0175,P033,2,37.2,0.05,70.68,44.64,26.04,High
O00634,2023-12-27,C0122,P028,6,259.55,0.15,1323.71,934.38,389.33,Low
O00635,2024-06-13,C0176,P025,3,230.75,0.0,692.25,415.35,276.9,High
O00636,2023-08-02,C0103,P025,7,230.75,0.0,1615.25,969.15,646.1,Low
O00637,2023-09-19,C0013,P032,3,89.41,0.1,241.41,160.94,80.47,High
O00638,2023-07-10,C0157,P019,4,218.81,0.0,875.24,525.14,350.1,Critical
